0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
58.00,14.75
58.00,14.75
58.00,14.75
58.00,14.75
111.00,12.89
111.00,12.89
111.00,12.89
111.00,12.89
169.00,16.59
169.00,16.59
169.00,16.59
169.00,16.59
228.00,16.78
228.00,16.78
228.00,16.78
228.00,16.78
286.00,17.64
286.00,17.64
286.00,17.64
286.00,17.64
345.00,15.70
345.00,15.70
345.00,15.70
345.00,15.70
403.00,16.84
403.00,16.84
403.00,16.84
403.00,16.84
461.00,15.26
461.00,15.26
461.00,15.26
461.00,15.26
520.00,17.10
520.00,17.10
520.00,17.10
520.00,17.10
577.00,17.23
577.00,17.23
577.00,17.23
577.00,17.23
635.00,14.21
635.00,14.21
635.00,14.21
635.00,14.21
694.00,16.40
694.00,16.40
694.00,16.40
694.00,16.40
752.00,17.57
752.00,17.57
752.00,17.57
752.00,17.57
811.00,15.48
811.00,15.48
811.00,15.48
811.00,15.48
869.00,16.05
869.00,16.05
869.00,16.05
869.00,16.05
927.00,13.76
927.00,13.76
927.00,13.76
927.00,13.76
986.00,17.16
986.00,17.16
986.00,17.16
986.00,17.16
1043.00,16.71
1043.00,16.71
1043.00,16.71
1043.00,16.71
1105.00,20.79
1105.00,20.79
1105.00,20.79
1105.00,20.79
1168.00,21.08
1168.00,21.08
1168.00,21.08
1168.00,21.08
1230.00,24.01
1230.00,24.01
1230.00,24.01
1230.00,24.01
1293.00,20.70
1293.00,20.70
1293.00,20.70
1293.00,20.70
1355.00,18.51
1355.00,18.51
1355.00,18.51
1355.00,18.51
1418.00,17.23
1418.00,17.23
1418.00,17.23
1418.00,17.23
1480.00,17.92
1480.00,17.92
1480.00,17.92
1480.00,17.92
1543.00,20.61
1543.00,20.61
1543.00,20.61
1543.00,20.61
1605.00,20.51
1605.00,20.51
1605.00,20.51
1605.00,20.51
1668.00,19.63
1668.00,19.63
1668.00,19.63
1668.00,19.63
1730.00,20.07
1730.00,20.07
1730.00,20.07
1730.00,20.07
1793.00,19.22
1793.00,19.22
1793.00,19.22
1793.00,19.22
1855.00,19.22
1855.00,19.22
1855.00,19.22
1855.00,19.22
1917.00,20.15
1917.00,20.15
1917.00,20.15
1917.00,20.15
1980.00,20.70
1980.00,20.70
1980.00,20.70
1980.00,20.70
2041.00,20.51
2041.00,20.51
2041.00,20.51
2041.00,20.51
2104.00,20.70
2104.00,20.70
2104.00,20.70
2104.00,20.70
2166.00,19.30
2166.00,19.30
2166.00,19.30
2166.00,19.30
2229.00,17.64
2229.00,17.64
2229.00,17.64
2229.00,17.64
2291.00,19.72
2291.00,19.72
2291.00,19.72
2291.00,19.72
2354.00,20.89
2354.00,20.89
2354.00,20.89
2354.00,20.89
2416.00,20.61
2416.00,20.61
2416.00,20.61
2416.00,20.61
2479.00,21.87
2479.00,21.87
2479.00,21.87
2479.00,21.87
2541.00,16.05
2541.00,16.05
2541.00,16.05
2541.00,16.05
2604.00,18.82
2604.00,18.82
2604.00,18.82
2604.00,18.82
2666.00,17.57
2666.00,17.57
2666.00,17.57
2666.00,17.57
2728.00,19.22
2728.00,19.22
2728.00,19.22
2728.00,19.22
2791.00,19.80
2791.00,19.80
2791.00,19.80
2791.00,19.80
2853.00,17.50
2853.00,17.50
2853.00,17.50
2853.00,17.50
2916.00,17.23
2916.00,17.23
2916.00,17.23
2916.00,17.23
2978.00,17.92
2978.00,17.92
2978.00,17.92
2978.00,17.92
3040.00,19.80
3040.00,19.80
3040.00,19.80
3040.00,19.80
3102.00,16.22
3102.00,16.22
3102.00,16.22
3102.00,16.22
3165.00,19.98
3165.00,19.98
3165.00,19.98
3165.00,19.98
3227.00,17.71
3227.00,17.71
3227.00,17.71
3227.00,17.71
3290.00,18.82
3290.00,18.82
3290.00,18.82
3290.00,18.82
3352.00,19.38
3352.00,19.38
3352.00,19.38
3352.00,19.38
3415.00,17.03
3415.00,17.03
3415.00,17.03
3415.00,17.03
3477.00,17.50
3477.00,17.50
3477.00,17.50
3477.00,17.50
3539.00,18.36
3539.00,18.36
3539.00,18.36
3539.00,18.36
3602.00,19.98
3602.00,19.98
3602.00,19.98
3602.00,19.98
3664.00,20.61
3664.00,20.61
3664.00,20.61
3664.00,20.61
3727.00,16.10
3727.00,16.10
3727.00,16.10
3727.00,16.10
3789.00,20.33
3789.00,20.33
3789.00,20.33
3789.00,20.33
3852.00,17.85
3852.00,17.85
3852.00,17.85
3852.00,17.85
3914.00,20.42
3914.00,20.42
3914.00,20.42
3914.00,20.42
3977.00,22.29
3977.00,22.29
3977.00,22.29
3977.00,22.29
4038.00,20.42
4038.00,20.42
4038.00,20.42
4038.00,20.42
4101.00,17.43
4101.00,17.43
4101.00,17.43
4101.00,17.43
4163.00,18.44
4163.00,18.44
4163.00,18.44
4163.00,18.44
4226.00,20.24
4226.00,20.24
4226.00,20.24
4226.00,20.24
4288.00,21.67
4288.00,21.67
4288.00,21.67
4288.00,21.67
4350.00,20.70
4350.00,20.70
4350.00,20.70
4350.00,20.70
4413.00,19.63
4413.00,19.63
4413.00,19.63
4413.00,19.63
4475.00,17.64
4475.00,17.64
4475.00,17.64
4475.00,17.64
4538.00,17.99
4538.00,17.99
4538.00,17.99
4538.00,17.99
4600.00,18.51
4600.00,18.51
4600.00,18.51
4600.00,18.51
4663.00,19.22
4663.00,19.22
4663.00,19.22
4663.00,19.22
4725.00,20.79
4725.00,20.79
4725.00,20.79
4725.00,20.79
4788.00,19.72
4788.00,19.72
4788.00,19.72
4788.00,19.72
4850.00,19.06
4850.00,19.06
4850.00,19.06
4850.00,19.06
4913.00,16.28
4913.00,16.28
4913.00,16.28
4913.00,16.28
4975.00,17.30
4975.00,17.30
4975.00,17.30
4975.00,17.30
5037.00,19.98
5037.00,19.98
5037.00,19.98
5037.00,19.98
5099.00,19.98
5099.00,19.98
5099.00,19.98
5099.00,19.98
5161.00,19.80
5161.00,19.80
5161.00,19.80
5161.00,19.80
5224.00,19.98
5224.00,19.98
5224.00,19.98
5224.00,19.98
5286.00,15.32
5286.00,15.32
5286.00,15.32
5286.00,15.32
5349.00,18.74
5349.00,18.74
5349.00,18.74
5349.00,18.74
5411.00,17.71
5411.00,17.71
5411.00,17.71
5411.00,17.71
5474.00,18.90
5474.00,18.90
5474.00,18.90
5474.00,18.90
5536.00,20.15
5536.00,20.15
5536.00,20.15
5536.00,20.15
5599.00,19.98
5599.00,19.98
5599.00,19.98
5599.00,19.98
5661.00,16.22
5661.00,16.22
5661.00,16.22
5661.00,16.22
5724.00,17.50
5724.00,17.50
5724.00,17.50
5724.00,17.50
5786.00,18.82
5786.00,18.82
5786.00,18.82
5786.00,18.82
5849.00,20.33
5849.00,20.33
5849.00,20.33
5849.00,20.33
5911.00,19.98
5911.00,19.98
5911.00,19.98
5911.00,19.98
5974.00,19.47
5974.00,19.47
5974.00,19.47
5974.00,19.47
6035.00,16.46
6035.00,16.46
6035.00,16.46
6035.00,16.46
6097.00,17.43
6097.00,17.43
6097.00,17.43
6097.00,17.43
6160.00,15.87
6160.00,15.87
6160.00,15.87
6160.00,15.87
6222.00,18.14
6222.00,18.14
6222.00,18.14
6222.00,18.14
6285.00,16.34
6285.00,16.34
6285.00,16.34
6285.00,16.34
6347.00,20.24
6347.00,20.24
6347.00,20.24
6347.00,20.24
6410.00,17.03
6410.00,17.03
6410.00,17.03
6410.00,17.03
6472.00,19.14
6472.00,19.14
6472.00,19.14
6472.00,19.14
6535.00,19.72
6535.00,19.72
6535.00,19.72
6535.00,19.72
6597.00,19.30
6597.00,19.30
6597.00,19.30
6597.00,19.30
6660.00,16.71
6660.00,16.71
6660.00,16.71
6660.00,16.71
6722.00,17.85
6722.00,17.85
6722.00,17.85
6722.00,17.85
6785.00,19.55
6785.00,19.55
6785.00,19.55
